Stop Lat,Stop Lon,Category,Day,LRT Direction,Route Proper,Stop Desc,STOP ID,Stop Name Proper,Stop or Station or Rapid,Stop Type,Average Daily Alightings,Average Daily Boardings,Size
37.402558,-122.106785,Local,Saturday, ,21,Southbound,60694,Showers & California,Bus Stop,Bus Stop,17.8,21.6,39.4
37.398622,-122.066093,Local,Saturday, ,21,Eastbound,61279,Middlefield & Easy,Bus Stop,Bus Stop,2.8,1,3.8
37.394433,-122.051293,Local,Saturday, ,21,Northbound,61282,Logue & Middlefield,Bus Stop,Bus Stop,0,0,0
37.373157,-122.020487,Local,Saturday, ,21,Eastbound,61295,Evelyn & Fair Oaks,Bus Stop,Bus Stop,3,1.6,4.6
37.366636,-122.007951,Local,Saturday, ,21,Eastbound,61298,Reed & Sequoia,Bus Stop,Bus Stop,0,0.2,0.2
37.35564,-121.952232,Local,Saturday, ,21,Southbound,61314,Monroe & Warburton,Bus Stop,Bus Stop,0.6,0.4,1
37.444636,-122.160724,Local,Saturday, ,21,Northbound,61568,Hamilton & Ramona,Bus Stop,Bus Stop,1.6,1.4,3
37.429295,-122.123064,Local,Saturday, ,21,Eastbound,61581,Middlefield & Loma Verde,Bus Stop,Bus Stop,0.6,1.6,2.2
37.422729,-122.112561,Local,Saturday, ,21,Eastbound,61584,Middlefield & Mayview,Bus Stop,Bus Stop,1.2,3,4.2
37.397332,-122.076552,Local,Saturday, ,21,Northbound,62037,Moffett and Central Opposite Jackson,Bus Stop,Bus Stop,1.6,0.2,1.8
37.358272,-121.953652,Local,Saturday, ,21,Southbound,62742,Monroe & Don Avenue,Bus Stop,Bus Stop,0.2,0,0.2
37.372453,-122.01778,Local,Saturday, ,21,Eastbound,65724,Evelyn & Holly Terrace,Bus Stop,Bus Stop,0,0,0
37.402558,-122.106785,Local,Saturday, ,21,Southbound,60694,Showers & California,Bus Stop,Bus Stop,17.2,14,31.2
37.40607,-122.110505,Local,Saturday, ,21,Northbound,61266,San Antonio & California,Bus Stop,Bus Stop,0.4,1,1.4
37.363303,-121.976018,Local,Saturday, ,21,Westbound,61327,Monroe & Bowers,Bus Stop,Bus Stop,0.6,1,1.6
37.366974,-121.990743,Local,Saturday, ,21,Westbound,61330,Monroe & Monticello,Bus Stop,Bus Stop,0,2.4,2.4
37.399223,-122.10032,Local,Saturday, ,21,Westbound,61539,California & Rengstorff,Bus Stop,Bus Stop,1.2,1.4,2.6
37.417524,-122.105759,Local,Saturday, ,21,Northbound,61542,Middlefield & Montrose,Bus Stop,Bus Stop,0.6,1.2,1.8
37.439926,-122.139539,Local,Saturday, ,21,Westbound,61552,Middlefield & Seale,Bus Stop,Bus Stop,0.2,0,0.2
37.445383,-122.148225,Local,Saturday, ,21,Westbound,61555,Middlefield & Kingsley,Bus Stop,Bus Stop,0,0,0
37.382533,-122.032398,Local,Saturday, ,21,Northbound,62262,Mathilda & California,Bus Stop,Bus Stop,0.2,0.8,1
37.358193,-121.953357,Local,Saturday, ,21,Northbound,62731,Monroe & Don Avenue,Bus Stop,Bus Stop,0,0,0
37.338917,-121.842306,Frequent,Saturday, ,22,Southbound,60040,King & Story,Bus Stop,Bus Stop,139.8,76,215.8
37.330799,-121.83436,Frequent,Saturday, ,22,Southbound,60043,King & Havana,Bus Stop,Bus Stop,19.8,6,25.8
37.439113,-122.162394,Frequent,Saturday, ,22,Southbound,60329,El Camino & Palm,Bus Stop,Bus Stop,0.8,14.6,15.4
37.412051,-122.124844,Frequent,Saturday, ,22,Eastbound,60342,El Camino & Maybell,Bus Stop,Bus Stop,4.2,6,10.2
37.404255,-122.117976,Frequent,Saturday, ,22,Eastbound,60345,El Camino & Los Altos,Bus Stop,Bus Stop,2.6,6,8.6
37.380872,-122.074397,Frequent,Saturday, ,22,Eastbound,60358,El Camino & Bay,Bus Stop,Bus Stop,17.4,15,32.4
37.352065,-122.007423,Frequent,Saturday, ,22,Eastbound,60371,El Camino & Poplar,Bus Stop,Bus Stop,7,2.4,9.4
37.35222,-121.992533,Frequent,Saturday, ,22,Eastbound,60374,El Camino & Flora Vista,Bus Stop,Bus Stop,30.4,38.4,68.8
37.332384,-121.91316,Frequent,Saturday, ,22,Eastbound,60403,The Alameda & Hanchett,Bus Stop,Bus Stop,16.4,31.8,48.2
37.342137,-121.877764,Frequent,Saturday, ,22,Eastbound,60416,Santa Clara & 13th,Bus Stop,Bus Stop,10.4,6,16.4
37.345514,-121.870724,Frequent,Saturday, ,22,Eastbound,60419,Santa Clara & 21st,Bus Stop,Bus Stop,27.4,13.6,41
37.330924,-121.834218,Frequent,Saturday, ,22,Northbound,60058,King & Ocala,Bus Stop,Bus Stop,9.6,25,34.6
37.340967,-121.843949,Frequent,Saturday, ,22,Northbound,60061,King & Lido,Bus Stop,Bus Stop,16.2,69.8,86
37.343828,-121.87471,Frequent,Saturday, ,22,Westbound,60434,Santa Clara & 17th,Bus Stop,Bus Stop,13.4,33,46.4
37.341155,-121.880371,Frequent,Saturday, ,22,Westbound,60437,Santa Clara & 11th,Bus Stop,Bus Stop,22.4,27.4,49.8
37.333763,-121.91449,Frequent,Saturday, ,22,Westbound,60450,The Alameda & Hester,Bus Stop,Bus Stop,8.2,2.6,10.8
37.340089,-121.922069,Frequent,Saturday, ,22,Westbound,60453,The Alameda & University,Bus Stop,Bus Stop,5.2,0.6,5.8
37.353139,-121.951246,Frequent,Saturday, ,22,Westbound,60466,El Camino & Monroe,Bus Stop,Bus Stop,14.6,20,34.6
37.352516,-121.965358,Frequent,Saturday, ,22,Westbound,60469,El Camino & Los Padres,Bus Stop,Bus Stop,12.8,11.6,24.4
37.35234,-122.007858,Frequent,Saturday, ,22,Westbound,60479,El Camino & Poplar,Bus Stop,Bus Stop,8,7.2,15.2
37.362521,-122.025659,Frequent,Saturday, ,22,Westbound,60482,El Camino & Fair Oaks,Bus Stop,Bus Stop,51.2,52.4,103.6
37.388347,-122.088812,Frequent,Saturday, ,22,Westbound,60495,El Camino & Shoreline,Bus Stop,Bus Stop,6,4.4,10.4
37.396301,-122.10276,Frequent,Saturday, ,22,Westbound,60498,El Camino & Rengstorff,Bus Stop,Bus Stop,22.6,24,46.6
37.423431,-122.142367,Frequent,Saturday, ,22,Westbound,60511,El Camino & Page Mill,Bus Stop,Bus Stop,9,3,12
37.430258,-122.151809,Frequent,Saturday, ,22,Westbound,60514,El Camino & Park,Bus Stop,Bus Stop,4,2.4,6.4
37.339385,-121.842409,Frequent,Saturday, ,22,Northbound,65427,King & Story,Bus Stop,Bus Stop,71.6,115.8,187.4
37.3485,-121.864385,Frequent,Saturday, ,23,Eastbound,60421,Santa Clara & 28th,Bus Stop,Bus Stop,29,17.2,46.2
37.322842,-122.009639,Frequent,Saturday, ,23,Eastbound,60572,Stevens Creek & Finch,Bus Stop,Bus Stop,6.4,15.6,22
37.32288,-121.997436,Frequent,Saturday, ,23,Eastbound,60575,Stevens Creek & Interstate 280,Bus Stop,Bus Stop,1.4,0.4,1.8
37.323168,-121.95313,Frequent,Saturday, ,23,Eastbound,60588,Stevens Creek & Maplewood,Bus Stop,Bus Stop,18.8,11.4,30.2
37.323531,-121.908286,Frequent,Saturday, ,23,Eastbound,60601,San Carlos & Lincoln,Bus Stop,Bus Stop,6,12.2,18.2
37.325821,-121.898191,Frequent,Saturday, ,23,Eastbound,60604,San Carlos & Josefa,Bus Stop,Bus Stop,2.8,6.8,9.6
37.358652,-121.842939,Frequent,Saturday, ,23,Eastbound,63030,Alum Rock & Jackson,Bus Stop,Bus Stop,50.4,15,65.4
37.352627,-121.856198,Frequent,Saturday, ,23,Westbound,60426,Alum Rock & King,Bus Stop,Bus Stop,18.2,30.2,48.4
37.338318,-121.886197,Frequent,Saturday, ,23,Westbound,60439,Santa Clara & 5th,Bus Stop,Bus Stop,32.4,29.8,62.2
37.330071,-121.890349,Frequent,Saturday, ,23,Westbound,60619,San Carlos & Market,Bus Stop,Bus Stop,6.6,25.6,32.2
37.326427,-121.89754,Frequent,Saturday, ,23,Westbound,60622,San Carlos & Gifford,Bus Stop,Bus Stop,4.2,3.2,7.4
37.323475,-121.934136,Frequent,Saturday, ,23,Westbound,60635,Stevens Creek & Bradley,Bus Stop,Bus Stop,11.8,6.6,18.4
37.323218,-121.9918,Frequent,Saturday, ,23,Westbound,60651,Stevens Creek & Cabot,Bus Stop,Bus Stop,16.8,10.2,27
37.323161,-122.006955,Frequent,Saturday, ,23,Westbound,60654,Stevens Creek & Tantau,Bus Stop,Bus Stop,16,6.6,22.6
37.309699,-122.022938,Frequent,Saturday, ,25,Eastbound,60702,Bollinger & Blaney,Bus Stop,Bus Stop,1.4,2.4,3.8
37.310621,-122.008408,Frequent,Saturday, ,25,Eastbound,60705,Bollinger & Tullipan,Bus Stop,Bus Stop,1,0.2,1.2
37.308735,-121.958039,Frequent,Saturday, ,25,Eastbound,60718,Williams & Calboro,Bus Stop,Bus Stop,0,0.6,0.6
37.311772,-121.9499,Frequent,Saturday, ,25,Northbound,60721,Winchester & Neal,Bus Stop,Bus Stop,1.4,1.2,2.6
37.37618,-122.025721,Local,Saturday, ,21,Eastbound,60865,Evelyn & Bayview,Bus Stop,Bus Stop,0.8,0.8,1.6
37.395609,-122.04795,Local,Saturday, ,21,Eastbound,61283,Maude & Clyde,Bus Stop,Bus Stop,0,0,0
37.366622,-122.002742,Local,Saturday, ,21,Eastbound,61299,Reed & Evelyn,Bus Stop,Bus Stop,1,0.8,1.8
37.366808,-121.990585,Local,Saturday, ,21,Eastbound,61302,Monroe & Monticello,Bus Stop,Bus Stop,0.6,1.2,1.8
37.353763,-121.95119,Local,Saturday, ,21,,61315,Monroe & Civic Center Drive,Bus Stop,Bus Stop,1.4,0.8,2.2
37.393734,-122.086958,Local,Saturday, ,21,Eastbound,61424,California & Palo Alto,Bus Stop,Bus Stop,0,0,0
37.444922,-122.156859,Local,Saturday, ,21,Westbound,61559,Waverly & Homer,Bus Stop,Bus Stop,0,0,0
37.446653,-122.150442,Local,Saturday, ,21,Eastbound,61572,Middlefield & Addison,Bus Stop,Bus Stop,0.2,1,1.2
37.42178,-122.111723,Local,Saturday, ,21,Eastbound,61585,Middlefield & Adobe Creek,Bus Stop,Bus Stop,0.2,0.2,0.4
37.399166,-122.074495,Local,Saturday, ,21,Northbound,62038,Moffett & Cypress Point,Bus Stop,Bus Stop,0.4,0,0.4
37.389111,-122.030812,Local,Saturday, ,21,Southbound,62282,Mathilda & Maude,Bus Stop,Bus Stop,1.6,0.6,2.2
37.350635,-121.949235,Local,Saturday, ,21,Northbound,60465,Monroe & Fremont,Bus Stop,Bus Stop,0.2,0.4,0.6
37.398881,-122.066678,Local,Saturday, ,21,Westbound,61355,Middlefield & Easy,Bus Stop,Bus Stop,0.2,2.2,2.4
37.352424,-121.936901,Local,Saturday, ,21,,61474,Santa Clara Transit Center (Bay 7),Bus Stop,Bus Stop,0,19.8,19.8
37.393272,-122.085267,Local,Saturday, ,21,Westbound,61535,California & Shoreline,Bus Stop,Bus Stop,0,0.2,0.2
37.396895,-122.094426,Local,Saturday, ,21,Westbound,61538,California & Escuela,Bus Stop,Bus Stop,2.6,2.2,4.8
37.431299,-122.125856,Local,Saturday, ,21,Westbound,61548,Middlefield & Matadero,Bus Stop,Bus Stop,0,0.4,0.4
37.437456,-122.135666,Local,Saturday, ,21,Westbound,61551,Middlefield & California,Bus Stop,Bus Stop,1,0.2,1.2
37.440557,-122.173639,Local,Saturday, ,21,Westbound,61564,Arboretum & Sand Hill,Bus Stop,Bus Stop,24.4,0,24.4
37.396882,-122.07707,Local,Saturday, ,21,Southbound,62107,Moffett & Jackson,Bus Stop,Bus Stop,0.4,1.6,2
37.400486,-122.108927,Local,Saturday, ,21,Southbound,64957,Showers & Latham,Bus Stop,Bus Stop,0,0,0
37.372697,-122.017912,Local,Saturday, ,21,Westbound,65725,Evelyn & Holly Terrace,Bus Stop,Bus Stop,0.4,0,0.4
37.355057,-121.945135,Frequent,Saturday, ,22,Eastbound,60020,El Camino & Lafayette,Bus Stop,Bus Stop,7,10.4,17.4
37.349498,-121.852468,Frequent,Saturday, ,22,Southbound,60036,King & San Antonio,Bus Stop,Bus Stop,11,12.4,23.4
37.342232,-121.845569,Frequent,Saturday, ,22,Southbound,60039,King & Chaucer,Bus Stop,Bus Stop,12.4,0.8,13.2
37.418909,-122.134361,Frequent,Saturday, ,22,Eastbound,60338,El Camino & Matadero,Bus Stop,Bus Stop,1.4,5.6,7
37.41412,-122.126531,Frequent,Saturday, ,22,Eastbound,60341,El Camino & Vista,Bus Stop,Bus Stop,2.2,11.2,13.4
37.387325,-122.087404,Frequent,Saturday, ,22,Eastbound,60354,El Camino & Miramonte,Bus Stop,Bus Stop,4.4,4.4,8.8
37.364503,-122.028529,Frequent,Saturday, ,22,Eastbound,60367,El Camino & Cezanne,Bus Stop,Bus Stop,15.6,15.4,31
37.352608,-122.013399,Frequent,Saturday, ,22,Eastbound,60370,El Camino & Wolfe,Bus Stop,Bus Stop,31.4,31,62.4
37.352223,-121.958634,Frequent,Saturday, ,22,Eastbound,60383,El Camino & Scott,Bus Stop,Bus Stop,14.8,24.6,39.4
37.339824,-121.922075,Frequent,Saturday, ,22,Eastbound,60399,The Alameda & University,Bus Stop,Bus Stop,2.4,3.2,5.6
37.333741,-121.914808,Frequent,Saturday, ,22,Eastbound,60402,The Alameda & Hester,Bus Stop,Bus Stop,4.2,3.2,7.4
37.33637,-121.889995,Frequent,Saturday, ,22,Eastbound,60412,Santa Clara & 1st,Bus Stop,Bus Stop,168.4,166.2,334.6
37.341371,-121.879398,Frequent,Saturday, ,22,Eastbound,60415,Santa Clara & 11th,Bus Stop,Bus Stop,31.8,26.8,58.6
37.330214,-121.812331,Frequent,Saturday, ,22,Southbound,65707,Capitol & Tully,Bus Stop,Bus Stop,9.8,0.6,10.4
37.342332,-121.845333,Frequent,Saturday, ,22,Northbound,60062,King & Chaucer,Bus Stop,Bus Stop,0.6,2.2,2.8
37.350264,-121.852836,Frequent,Saturday, ,22,Northbound,60065,King & San Antonio,Bus Stop,Bus Stop,14.6,5.2,19.8
37.326116,-121.829455,Frequent,Saturday, ,22,Northbound,60425,King & Waverly,Bus Stop,Bus Stop,3.8,19.4,23.2
37.339379,-121.884111,Frequent,Saturday, ,22,Westbound,60438,Santa Clara & 7th,Bus Stop,Bus Stop,46.8,47.2,94
37.335407,-121.892373,Frequent,Saturday, ,22,Westbound,60441,Santa Clara & Market,Bus Stop,Bus Stop,14,20.2,34.2
37.341692,-121.923971,Frequent,Saturday, ,22,Westbound,60454,The Alameda & McKendrie,Bus Stop,Bus Stop,9.4,7.4,16.8
37.344724,-121.93245,Frequent,Saturday, ,22,Westbound,60457,The Alameda & Portola,Bus Stop,Bus Stop,13,4.4,17.4
37.352516,-121.96948,Frequent,Saturday, ,22,Westbound,60470,El Camino & San Tomas,Bus Stop,Bus Stop,11.4,5.4,16.8
37.352518,-121.980357,Frequent,Saturday, ,22,Westbound,60473,El Camino & Alpine,Bus Stop,Bus Stop,11.4,6.6,18
37.36483,-122.02844,Frequent,Saturday, ,22,Westbound,60483,El Camino & Cezanne,Bus Stop,Bus Stop,18.4,10.4,28.8
37.370365,-122.04138,Frequent,Saturday, ,22,Westbound,60486,El Camino & Pastoria,Bus Stop,Bus Stop,32,16.6,48.6
37.398091,-122.106853,Frequent,Saturday, ,22,Westbound,60499,El Camino & Ortega,Bus Stop,Bus Stop,10,3.4,13.4
37.404607,-122.117917,Frequent,Saturday, ,22,Westbound,60502,El Camino & Cesano,Bus Stop,Bus Stop,11.6,3,14.6
37.432924,-122.154896,Frequent,Saturday, ,22,Westbound,60515,El Camino & Churchill,Bus Stop,Bus Stop,2.2,0.2,2.4
37.439958,-122.162865,Frequent,Saturday, ,22,Northbound,60518,El Camino & Wells,Bus Stop,Bus Stop,8,0.6,8.6
37.354613,-121.947111,Frequent,Saturday, ,22,Westbound,62729,El Camino & Washington,Bus Stop,Bus Stop,12.4,11.2,23.6
37.336532,-121.889995,Frequent,Saturday, ,22,Westbound,65849,Santa Clara & 2nd,Bus Stop,Bus Stop,150.4,184,334.4
37.33637,-121.889995,Frequent,Saturday, ,23,Eastbound,60412,Santa Clara & 1st,Bus Stop,Bus Stop,80.4,90,170.4
37.322919,-121.992759,Frequent,Saturday, ,23,Eastbound,60576,Stevens Creek & Loma Linda,Bus Stop,Bus Stop,13.2,19.6,32.8
37.322985,-121.984102,Frequent,Saturday, ,23,Eastbound,60579,Stevens Creek & Richfield,Bus Stop,Bus Stop,6.2,8.6,14.8
37.323292,-121.929601,Frequent,Saturday, ,23,Eastbound,60595,San Carlos & Arleta,Bus Stop,Bus Stop,3.6,15.2,18.8
37.327476,-121.895376,Frequent,Saturday, ,23,Eastbound,60605,San Carlos & Delmas,Bus Stop,Bus Stop,5.2,2,7.2
37.332375,-121.887741,Frequent,Saturday, ,23,Northbound,65460,1st & Paseo de San Antonio,Bus Stop,Bus Stop,93,32.4,125.4
37.342508,-121.877469,Frequent,Saturday, ,23,Westbound,60435,Santa Clara & 14th,Bus Stop,Bus Stop,3.8,9.6,13.4
37.339379,-121.884111,Frequent,Saturday, ,23,Westbound,60438,Santa Clara & 7th,Bus Stop,Bus Stop,38.2,24.8,63
37.331182,-121.887995,Frequent,Saturday, ,23,Westbound,60618,San Carlos & Market,Bus Stop,Bus Stop,6.8,15,21.8
37.323543,-121.924125,Frequent,Saturday, ,23,Westbound,60631,San Carlos & Shasta,Bus Stop,Bus Stop,12.4,6.8,19.2
37.395458,-122.053252,Local,Saturday, ,21,Eastbound,61281,Middlefield & Ellis,Bus Stop,Bus Stop,0.8,0.4,1.2
37.393929,-122.043877,Local,Saturday, ,21,Eastbound,61284,Maude & Synopsis,Bus Stop,Bus Stop,0,0,0
37.366588,-122.013097,Local,Saturday, ,21,Eastbound,61297,Reed & Wolfe,Bus Stop,Bus Stop,0.8,2.4,3.2
37.366704,-121.997224,Local,Saturday, ,21,Eastbound,61300,Reed & Lawrence,Bus Stop,Bus Stop,0.2,0.2,0.4
37.396491,-122.093913,Local,Saturday, ,21,Eastbound,61422,California & Escuela,Bus Stop,Bus Stop,3,4.2,7.2
37.444585,-122.156497,Local,Saturday, ,21,Eastbound,61570,Waverly & Homer,Bus Stop,Bus Stop,0,0.8,0.8
37.42383,-122.114291,Local,Saturday, ,21,Eastbound,61583,Middlefield & Meadow,Bus Stop,Bus Stop,0.2,0.4,0.6
37.419169,-122.1094,Local,Saturday, ,21,Eastbound,61586,Middlefield & Charleston,Bus Stop,Bus Stop,4,5.6,9.6
37.360167,-121.95543,Local,Saturday, ,21,Eastbound,62741,Monroe & Stardust,Bus Stop,Bus Stop,0,0.2,0.2
37.44425,-122.166792,Local,Saturday, ,21,,64836,Palo Alto Transit Center (Bay 5),Bus Stop,Bus Stop,0.6,7,7.6
37.378029,-122.031186,Local,Saturday, ,21,Eastbound,65472,Evelyn & Frances,Bus Stop,Bus Stop,4.8,3.2,8
37.404629,-122.111378,Local,Saturday, ,21,Northbound,60692,San Antonio & Miller,Bus Stop,Bus Stop,0.4,0.2,0.6
37.41186,-122.105925,Local,Saturday, ,21,Northbound,61267,San Antonio & Nita,Bus Stop,Bus Stop,0.2,0.2,0.4
37.36337,-121.980186,Local,Saturday, ,21,Westbound,61328,Monroe & Brown,Bus Stop,Bus Stop,0.8,0.6,1.4
37.397437,-122.059977,Local,Saturday, ,21,Westbound,61354,Middlefield & Whisman,Bus Stop,Bus Stop,1,2.4,3.4
37.395006,-122.089649,Local,Saturday, ,21,Westbound,61537,California & Mariposa,Bus Stop,Bus Stop,0.6,2,2.6
37.401551,-122.104346,Local,Saturday, ,21,Westbound,61540,California & Ortega,Bus Stop,Bus Stop,0.2,0.6,0.8
37.434128,-122.130372,Local,Saturday, ,21,Westbound,61550,Middlefield & Moreno,Bus Stop,Bus Stop,1,0.6,1.6
37.442489,-122.143652,Local,Saturday, ,21,Westbound,61553,Middlefield & Embarcadero,Bus Stop,Bus Stop,0.8,1.4,2.2
37.346626,-121.849806,Frequent,Saturday, ,22,Southbound,60037,King & Hermocilla,Bus Stop,Bus Stop,11.2,10.2,21.4
37.327821,-121.817558,Frequent,Saturday, ,22,Eastbound,60050,Tully & Eastridge Way,Bus Stop,Bus Stop,3.2,0,3.2
37.422583,-122.141476,Frequent,Saturday, ,22,Eastbound,60336,El Camino & Page Mill,Bus Stop,Bus Stop,4.4,5.2,9.6
37.417756,-122.132169,Frequent,Saturday, ,22,Eastbound,60339,El Camino & Barron,Bus Stop,Bus Stop,5.4,8.6,14
37.39151,-122.09514,Frequent,Saturday, ,22,Eastbound,60352,El Camino & El Monte,Bus Stop,Bus Stop,12,15,27
37.385072,-122.082921,Frequent,Saturday, ,22,Eastbound,60355,El Camino & Castro,Bus Stop,Bus Stop,34.4,60.2,94.6
37.368775,-122.036118,Frequent,Saturday, ,22,Eastbound,60365,El Camino & Mathilda,Bus Stop,Bus Stop,12,16.2,28.2
37.361014,-122.024322,Frequent,Saturday, ,22,Eastbound,60368,El Camino & Remington,Bus Stop,Bus Stop,49.6,53.8,103.4
37.352233,-121.964535,Frequent,Saturday, ,22,Eastbound,60381,El Camino & Los Padres,Bus Stop,Bus Stop,20.6,12.2,32.8
37.352268,-121.953358,Frequent,Saturday, ,22,Eastbound,60384,El Camino & Jefferson,Bus Stop,Bus Stop,7.6,5.6,13.2
37.343429,-121.928816,Frequent,Saturday, ,22,Eastbound,60397,The Alameda & Newhall,Bus Stop,Bus Stop,5.2,12.8,18
37.337684,-121.91957,Frequent,Saturday, ,22,Eastbound,60400,The Alameda & Naglee,Bus Stop,Bus Stop,31.2,25.4,56.6
37.33396,-121.894948,Frequent,Saturday, ,22,Eastbound,60410,Santa Clara & Almaden Boulevard,Bus Stop,Bus Stop,7.6,4,11.6
37.338508,-121.885378,Frequent,Saturday, ,22,Eastbound,60413,Santa Clara & 6th,Bus Stop,Bus Stop,71.4,56.6,128
37.347159,-121.850019,Frequent,Saturday, ,22,Northbound,60064,King & Kammerer,Bus Stop,Bus Stop,14.8,8.8,23.6
37.333743,-121.895747,Frequent,Saturday, ,22,Westbound,60443,Santa Clara & Almaden Boulevard,Bus Stop,Bus Stop,1.6,5.2,6.8
37.344141,-121.930431,Frequent,Saturday, ,22,Westbound,60456,The Alameda & Morris,Bus Stop,Bus Stop,7.4,0.6,8
37.350102,-121.933787,Frequent,Saturday, ,22,Westbound,60459,El Camino & Campbell,Bus Stop,Bus Stop,2.4,0,2.4
37.35252,-121.976618,Frequent,Saturday, ,22,Westbound,60472,El Camino & Bowers,Bus Stop,Bus Stop,36.8,48.6,85.4
37.369421,-122.037647,Frequent,Saturday, ,22,Westbound,60485,El Camino & Mathilda,Bus Stop,Bus Stop,19.2,12,31.2
37.373129,-122.053156,Frequent,Saturday, ,22,Westbound,60488,El Camino & Grape,Bus Stop,Bus Stop,23,12,35
37.401909,-122.114499,Frequent,Saturday, ,22,Westbound,60501,El Camino & San Antonio,Bus Stop,Bus Stop,16.8,18,34.8
37.411161,-122.123725,Frequent,Saturday, ,22,Westbound,60504,El Camino & Charleston,Bus Stop,Bus Stop,10.6,6,16.6
37.437741,-122.160358,Frequent,Saturday, ,22,Northbound,60517,El Camino & Embarcadero,Bus Stop,Bus Stop,18.2,3.2,21.4
37.322872,-122.002992,Frequent,Saturday, ,23,Eastbound,60574,Stevens Creek & Stern,Bus Stop,Bus Stop,11,9.6,20.6
37.322952,-121.989142,Frequent,Saturday, ,23,Eastbound,60577,Stevens Creek & Casa View,Bus Stop,Bus Stop,0.4,2.8,3.2
37.323286,-121.933568,Frequent,Saturday, ,23,Eastbound,60593,Stevens Creek & Bradley,Bus Stop,Bus Stop,21.4,13.8,35.2
37.324858,-121.899854,Frequent,Saturday, ,23,Eastbound,60603,San Carlos & Bird,Bus Stop,Bus Stop,27,12.4,39.4
37.328513,-121.893139,Frequent,Saturday, ,23,Eastbound,60606,San Carlos & Guadalupe River,Bus Stop,Bus Stop,21.2,2.4,23.6
37.341155,-121.880371,Frequent,Saturday, ,23,Westbound,60437,Santa Clara & 11th,Bus Stop,Bus Stop,18.4,21.6,40
37.328472,-121.89365,Frequent,Saturday, ,23,Westbound,60620,San Carlos & Woz Way,Bus Stop,Bus Stop,7.2,8,15.2
37.323519,-121.928975,Frequent,Saturday, ,23,Westbound,60633,San Carlos & Brooklyn,Bus Stop,Bus Stop,33.8,8.2,42
37.323229,-121.986979,Frequent,Saturday, ,23,Westbound,60649,Stevens Creek & Cronin,Bus Stop,Bus Stop,5.2,3,8.2
37.322489,-122.044494,Frequent,Saturday, ,23,Eastbound,65637,De Anza College Transit Center,Bus Stop,Bus Stop,107.6,0,107.6
37.315548,-122.039372,Frequent,Saturday, ,25,Eastbound,60699,McClellan & Stelling,Bus Stop,Bus Stop,1.4,5.2,6.6
37.308494,-121.982045,Frequent,Saturday, ,25,Eastbound,60712,Williams & Pinewood,Bus Stop,Bus Stop,0,0.2,0.2
37.308209,-121.970219,Frequent,Saturday, ,25,Eastbound,60715,Williams & Oakmont,Bus Stop,Bus Stop,3,5.6,8.6
37.312436,-121.936486,Frequent,Saturday, ,25,Eastbound,60728,Clove & Ginger,Bus Stop,Bus Stop,1.2,8.2,9.4
37.313783,-121.931975,Frequent,Saturday, ,25,Southbound,60731,Bascom & Renova,Bus Stop,Bus Stop,5.2,18.8,24
37.306074,-121.906191,Frequent,Saturday, ,25,Eastbound,60741,Willow & Cherry,Bus Stop,Bus Stop,0.4,0.2,0.6
37.308561,-121.900707,Frequent,Saturday, ,25,Eastbound,60744,Willow & Lincoln,Bus Stop,Bus Stop,13.6,27.6,41.2
37.324383,-121.868189,Frequent,Saturday, ,25,Eastbound,60757,Keyes & 10th,Bus Stop,Bus Stop,10.6,15,25.6
37.330354,-121.856912,Frequent,Saturday, ,25,Eastbound,60760,Story & Lucretia,Bus Stop,Bus Stop,32,40.8,72.8
37.365739,-121.828468,Frequent,Saturday, ,25,Westbound,63062,Alum Rock & White,Bus Stop,Bus Stop,28.8,12.6,41.4
37.393065,-122.041325,Local,Saturday, ,21,Eastbound,61285,Maude & Macara,Bus Stop,Bus Stop,0,0,0
37.366763,-121.994512,Local,Saturday, ,21,Eastbound,61301,Monroe & Pacific,Bus Stop,Bus Stop,2.4,2.6,5
37.3632,-121.97984,Local,Saturday, ,21,Eastbound,61304,Monroe & Brown,Bus Stop,Bus Stop,0.2,0.4,0.6
37.406896,-122.107026,Local,Saturday, ,21,Eastbound,61365,Showers & Pachetti,Bus Stop,Bus Stop,0.6,1.6,2.2
37.394708,-122.089417,Local,Saturday, ,21,Eastbound,61423,California & Mariposa,Bus Stop,Bus Stop,2,0,2
37.446584,-122.152727,Local,Saturday, ,21,Northbound,61571,Channing & Webster,Bus Stop,Bus Stop,0.8,4.2,5
37.444274,-122.146671,Local,Saturday, ,21,Eastbound,61574,Middlefield & Melville,Bus Stop,Bus Stop,0.2,0.8,1
37.417753,-122.106651,Local,Saturday, ,21,Eastbound,61587,Middlefield & Montrose,Bus Stop,Bus Stop,0.2,0.6,0.8
37.383335,-122.032525,Local,Saturday, ,21,Southbound,62284,Mathilda & California,Bus Stop,Bus Stop,0.2,0,0.2
37.363123,-121.975044,Local,Saturday, ,21,Eastbound,65550,Monroe & Bowers,Bus Stop,Bus Stop,1,1.4,2.4
37.363989,-121.96884,Local,Saturday, ,21,Eastbound,65553,Monroe @ San Tomas Creek,Bus Stop,Bus Stop,0.4,0,0.4
37.348555,-121.945078,Local,Saturday, ,21,Westbound,60463,Homestead & Main,Bus Stop,Bus Stop,0.4,0.2,0.6
37.401591,-122.113198,Local,Saturday, ,21,Northbound,60691,San Antonio & El Camino,Bus Stop,Bus Stop,1.8,3.8,5.6
