060855004002011,060855004002011,060855004002011,+37.3374831,-121.9237337,58,0
060855004002012,060855004002012,060855004002012,+37.3367301,-121.9219683,42,3
060855004002013,060855004002013,060855004002013,+37.3376536,-121.9207758,40,274
060855004002014,060855004002014,060855004002014,+37.3352770,-121.9240448,101,62
060855004002015,060855004002015,060855004002015,+37.3360303,-121.9228900,59,2
060855004002016,060855004002016,060855004002016,+37.3344831,-121.9242145,22,17
060855005001000,060855005001000,060855005001001,+37.3380214,-121.9315637,0,4
060855005001001,060855005001001,060855005001001,+37.3377062,-121.9305812,114,0
060855005001002,060855005001002,060855005001003,+37.3365817,-121.9320330,54,5
060855005001003,060855005001003,060855005001003,+37.3366798,-121.9298619,145,0
060855005001004,060855005001004,060855005001004,+37.3355041,-121.9286315,103,8
060855005001005,060855005001005,060855005001005,+37.3346412,-121.9275305,77,20
060855005001006,060855005001006,060855005001006,+37.3338962,-121.9267795,96,53
060855005001007,060855005001007,060855005001007,+37.3332898,-121.9259158,136,20
060855005001008,060855005001008,060855005001008,+37.3311691,-121.9235466,199,87
060855005001009,060855005001009,060855005001011,+37.3310185,-121.9216618,51,16
060855005001010,060855005001010,060855005001011,+37.3318080,-121.9218962,11,0
060855005001011,060855005001011,060855005001011,+37.3290994,-121.9209115,109,0
060855005001012,060855005001012,060855005001012,+37.3358729,-121.9298446,83,2
060855005002000,060855005002000,060855005002000,+37.3283996,-121.9200812,100,18
060855005002001,060855005002001,060855005002001,+37.3277219,-121.9193250,100,7
060855005002002,060855005002002,060855005002002,+37.3269567,-121.9186539,211,6
060855005002003,060855005002003,060855005002004,+37.3264656,-121.9176677,188,106
060855005002004,060855005002004,060855005002004,+37.3248359,-121.9158762,324,0
060855005002005,060855005002005,060855005002005,+37.3257369,-121.9149004,57,51
060855005002006,060855005002006,060855005002007,+37.3247319,-121.9180888,134,4
060855005002007,060855005002007,060855005002007,+37.3245003,-121.9194462,43,0
060855005002008,060855005002008,060855005002008,+37.3247242,-121.9203579,6,2
060855005002009,060855005002009,060855005002011,+37.3251554,-121.9211106,43,3
060855005002010,060855005002010,060855005002011,+37.3255666,-121.9220965,83,0
060855005002011,060855005002011,060855005002011,+37.3255577,-121.9233771,141,0
060855005002012,060855005002012,060855005002012,+37.3239380,-121.9218993,0,81
060855005002013,060855005002013,060855005002014,+37.3237083,-121.9181592,0,3
060855005002014,060855005002014,060855005002014,+37.3257857,-121.9140259,0,0
